place_id,name,address,latitude,longitude,google_rating,google_rating_count,price_level,website,phone,description,google_types,Senin_buka,Senin_tutup,Selasa_buka,Selasa_tutup,Rabu_buka,Rabu_tutup,Kamis_buka,Kamis_tutup,Jumat_buka,Jumat_tutup,Sabtu_buka,Sabtu_tutup,Minggu_buka,Minggu_tutup,data_collected
ChIJAw2NESH0aS4RfAgTLfW9Mo4,Grand Hyatt Jakarta,"Jl. M.H. Thamrin No.Kav. 28-30, RT.9/RW.5, Gondangdia, Kec. Menteng, Jakarta, Daerah Khusus Ibukota Jakarta 10350, Indonesia",-6.1936508,106.8221703,4.7,10314.0,,https://www.hyatt.com/grand-hyatt/en-US/jakgh-grand-hyatt-jakarta?src=corp_lclb_google_seo_jakgh&utm_source=google&utm_medium=organic&utm_campaign=lmr,(021) 29921234,"Upmarket rooms & suites in a polished hotel featuring dining, a gym & a lagoon-style outdoor pool.","resort_hotel,hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJA7dLFoL2aS4Rbu2LGxzIbAA,Millennium Hotel Sirih Jakarta,"Jl. H. Fachrudin No.3, RT.1/RW.7, Kp. Bali, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia",-6.1826969,106.8167415,4.5,13499.0,,https://www.millenniumhotels.com/en/jakarta/millennium-hotel-sirih-jakarta/?cid=gplaces-millennium-hotel-sirih-jakarta,(021) 2303636,"Upscale hotel with an outdoor pool & a spa, plus an on-site bakery & an international restaurant.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJHSO61Gr0aS4RJl0c_AEAvS0,DoubleTree by Hilton Hotel Jakarta - Diponegoro,"Jl. Pegangsaan Timur No.17, RT.10/RW.1, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",-6.199110699999999,106.8430729,4.6,13297.0,,https://www.hilton.com/en/hotels/jktdidi-doubletree-jakarta-diponegoro/?SEO_id=GMB-APAC-DI-JKTDIDI,(021) 50955800,"Contemporary hotel with stylish rooms & a spa, plus an outdoor pool, 2 restaurants & a 24-hour gym.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJ01U_SAL0aS4Rmq-F7Oyq-3Q,Hotel Grand Sahid Jaya,"Jl. Jenderal Sudirman No.Kav. 86, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",-6.2109228,106.8199931,4.7,28623.0,,https://sahidhotels.com/grand-sahid-jaya-jakarta/,0811-9750-0444,"Upmarket lodging offering a spa, an outdoor pool & a mosque, plus 4 halal eateries.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJR2Roonf2aS4RCDz06Xs-w9g,Merlynn Park Hotel Jakarta,"Jl. KH. Hasyim Ashari No.29 - 31, RT.7/RW.7, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130, Indonesia",-6.1659506,106.8153488,4.5,14094.0,,https://merlynnparkhotel.com/?utm_source=GoogleMyBusiness&utm_medium=GoogleMyBusiness&utm_campaign=GoogleMyBusiness,(021) 30026888,"Upscale hotel offering free breakfast & an ornate ballroom, plus a spa, 2 pools & restaurants.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJWe0qysT1aS4RtsAth6J8RR4,Classic Hotel,"Jl. Samanhudi No.43-45 1, RT.1/RW.7, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",-6.1614969,106.8295795,4.3,5618.0,,http://www.classichoteljakarta.com/,(021) 3852000,"Low-key rooms in a relaxed hotel offering informal restaurants, an indoor pool & a lively bar.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJNZvT0Af2aS4RIoMaoAJ-UQI,Holiday Inn & Suites Jakarta Gajah Mada by IHG,"Jl. Gajah Mada No.211, RT.14/RW.1, Glodok, Kec. Taman Sari, Jakarta, Daerah Khusus Ibukota Jakarta 11120, Indonesia",-6.145306199999999,106.8150265,4.9,18501.0,,https://www.ihg.com/holidayinn/hotels/us/en/jakarta/jktgm/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-ID-_-JKTGM,(021) 29776800,"Contemporary rooms & suites in a modern high-rise with free Wi-Fi, plus 2 bars & an infinity pool.","hotel,business_center,swimming_pool,fitness_center,inn,gym,sports_activity_location,health,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJBUcbUTH0aS4R1NA8rbvdUF4,ARYADUTA Menteng,"Jl. Prajurit KKO Usman dan Harun No.44-48, RT.7/RW.1, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110, Indonesia",-6.1814554,106.8352893,4.5,13767.0,,https://www.aryaduta.com/en/hotel/AJK/aryaduta-menteng?utm_source=google-business&utm_medium=web-link&utm_campaign=digital-direct&utm_id=digital+direct,(021) 23521234,"Elegant rooms & suites in a high-end hotel offering 4 restaurants, an outdoor pool & a spa.","hotel,wedding_venue,event_venue,lodging,service,restaurant,food,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJtXxnUrv1aS4RwrYPKIvlsww,Grand Palace Kemayoran,"Jl. Casa, RT.14/RW.5, Kb. Kosong, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630, Indonesia",-6.1608889,106.8525774,4.4,2608.0,,https://www.oyorooms.com/h/56883/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_JKT152&latitude=-6.1610486&longitude=106.8524919&locale=id,(021) 29707601,"Low-key rooms, some with balconies, in a casual hotel featuring an outdoor pool, a gym & a veranda.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJCaitxgz3aS4RBYdIKQuWDh0,Aston Kartika Grogol Hotel & Conference Center,"Jl. Kyai Tapa No.101, RT.4/RW.16, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440, Indonesia",-6.1675366,106.7921424,4.9,19015.0,,http://grogol.astonhotelsinternational.com/,(021) 21193101,"Airy rooms & sleek suites in a polished hotel with an outdoor pool, a rooftop restaurant & a spa.","hotel,lodging,restaurant,food,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJBxLT-sz1aS4R1ss1p2C9j74,Mövenpick Hotel Jakarta City Centre,"Jl. Pecenongan No.7, RT.2/RW.17, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120, Indonesia",-6.1657392,106.8262046,4.5,5247.0,,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=C0Q3&merchantid=seo-maps-ID-C0Q3&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,(021) 39524888,"Streamlined rooms & suites in a polished hotel featuring a gym, a kids' club & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJoT4Z2BYeai4RbcU0UsWMgxc,Mercure Convention Center Ancol,"Jl. Pantai Indah, RW.10, Ancol, Jakarta Baycity, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",-6.122196,106.836323,4.5,15848.0,,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=5473&merchantid=seo-maps-ID-5473&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,(021) 6406000,"Refined waterfront hotel with restaurants & conference space, as well as pools, tennis & a day spa.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJW5b4Utj1aS4R0cjpgYUQazs,Yello Hotel Harmoni Jakarta,"Jl. Hayam Wuruk No.6, RT.6/RW.2, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120, Indonesia",-6.1642263,106.8212576,4.7,12902.0,,https://www.discoverasr.com/en/yello/indonesia/yello-hotel-harmoni-jakarta?utm_source=google&utm_medium=gmb&utm_campaign=-google-gmb-alwayson-20220101-all-en-id-id-YHEX--&utm_content=--,(021) 22035000,Streamlined rooms with colorful wall art in a modern hotel offering 24/7 dining & a fitness room.,"hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJuWggIin0aS4R474PCAs_gEQ,"Sari Pacific Jakarta, Autograph Collection","Jl. M.H. Thamrin No.6, RT.2/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340, Indonesia",-6.1856413,106.8239017,4.5,11222.0,,https://www.marriott.com/en-us/hotels/jktak-sari-pacific-jakarta-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,(021) 29932888,"Trendy hotel featuring 2 restaurants & a spa, plus a fitness center & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJl_9lWOn1aS4ROV1oXWWqp7g,Novotel Jakarta Mangga Dua Square,"Jl. Gn. Sahari No.1, RT.11/RW.6, Ancol, Jakarta, Jkt Utara, Daerah Khusus Ibukota Jakarta 14420, Indonesia",-6.1381542,106.8318558,4.8,17996.0,,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=5704&merchantid=seo-maps-ID-5704&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,(021) 62312800,"Sophisticated quarters in a refined hotel featuring a restaurant, a bar & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJW5b4Utj1aS4RUfyzZ6jiw6I,Vertu Hotel Harmoni Jakarta,"Jl. Hayam Wuruk No.6, RT.6/RW.2, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120, Indonesia",-6.1642866,106.8206514,4.8,18069.0,,https://www.discoverasr.com/en/vertu/indonesia/vertu-harmoni-jakarta?utm_source=google&utm_medium=gmb&utm_campaign=-google-gmb-alwayson-20220101-all-en-id-id-VHEX--&utm_content=--,(021) 22036000,"Cozy rooms in a contemporary hotel featuring an outdoor pool, a spa & fitness center.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJh95LXPH3aS4RRTY2C92U990,Ashley Tanah Abang,"Jl. K.H. Wahid Hasyim No.220 A-B, RT.9/RW.7, Kampung Bali, Tanah Abang, Central Jakarta City, Jakarta 10250, Indonesia",-6.1866666,106.8173307,4.8,5566.0,,https://ashleyhotelgroup.com/ashley-tanah-abang/,(021) 39717189,"Polished rooms in an upscale hotel featuring a restaurant, a gym & an outdoor pool.","hotel,breakfast_restaurant,wedding_venue,swimming_pool,event_venue,lodging,restaurant,food,sports_activity_location,point_of_interest,service,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJZRBmukvxaS4Rtbqwbj04x0A,Hotel Mulia Senayan,"Jalan Asia Afrika Senayan, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",-6.2151636,106.7970664,4.7,22562.0,,http://www.themulia.com/jakarta/,(021) 5747777,"Opulent rooms & suites in a posh hotel with fine-dining restaurants, a spa & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ5aVKFPHzaS4RF6O1NGaItVU,The Westin Jakarta,"Jl. H. R. Rasuna Said Blok C No.22A, RT.2/RW.5, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",-6.223750099999999,106.8338607,4.7,16919.0,,https://www.marriott.com/en-us/hotels/jktwi-the-westin-jakarta/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,(021) 27887788,"Swank lodging atop the city's tallest skyscraper, offering refined rooftop dining & an indoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJG_EnXEnxaS4R0gikKv_y6GM,Fairmont Jakarta,"Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, JAKARTA, Daerah Khusus Ibukota Jakarta 10270, Indonesia",-6.222038599999999,106.7990167,4.9,38753.0,,https://www.fairmont.com/jakarta/?goto=fiche_hotel&code_hotel=A5G1&merchantid=seo-maps-ID-A5G1&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,(021) 29703333,"Refined rooms, some with skyline views, in a posh property offering 9 restaurants, 3 bars & a spa.","hotel,lodging,restaurant,point_of_interest,food,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJ9dIg7bryaS4RRbQAsh3uKwQ,The Sultan Hotel & Residence Jakarta,"Jl. Gatot Subroto, RT.2/RW.1, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",-6.2187983,106.8101615,4.6,15408.0,,https://www.sultanjakarta.com/?utm_source=GoogleMyBusiness,(021) 5703600,"Lavish lodging with eateries & bars, as well as tennis courts, a day spa & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ8TqBZvzzaS4RTVnLy82UkHM,Raffles Jakarta,"Ciputra World, Jl. Prof. DR. Satrio No.Kav 3 – 5, RT.18/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",-6.2239958,106.8233792,4.8,11558.0,,https://www.raffles.com/jakarta/?goto=fiche_hotel&code_hotel=A5Y7&merchantid=seo-maps-ID-A5Y7&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,(021) 29880888,"Posh rooms & suites, some with private gyms, in a luxe lodging offering dining, a spa & a pool.","hotel,lodging,restaurant,point_of_interest,food,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJYemjeVDxaS4RqODLwYfHbtM,"The Langham, Jakarta","Sudirman Central Business District 8 Lot.28, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",-6.2273812,106.8067669,4.8,6920.0,,http://www.langhamhotels.com/jakarta?y_source=1_Mjc0NTM4NjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(021) 27087888,"Chic quarters in a ritzy hotel featuring 2 restaurants, a spa & a gym, plus indoor & outdoor pools.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJ_QPiK0zxaS4R9Tk5k6MUSk8,ARTOTEL Gelora Senayan Jakarta,"Jl. Pintu Satu Senayan No.1 1, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia",-6.2233165,106.8028067,4.5,13590.0,,https://www.artotelgelorasenayan.com/,(021) 50959000,"Warm rooms & suites in a contemporary business hotel with hip dining, a gym & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJQcjRPFHxaS4RloaWZh7jJoM,"The Ritz-Carlton Jakarta, Pacific Place","Jl. Jend. Sudirman kav 52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",-6.2234979,106.8098162,4.7,13486.0,,https://www.ritzcarlton.com/en/hotels/jktrt-the-ritz-carlton-jakarta-pacific-place/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,(021) 25501888,"Elegant hotel with polished rooms & suites, along with a fine dining restaurant, a pool & a spa.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJ_foHy1XxaS4RVJ7L7nQJtA8,Mangkuluhur ARTOTEL Suites,"Jl. Gatot Subroto Kav. II No.3, RT.1/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",-6.2215992,106.8149301,4.6,9781.0,,https://mangkuluhurartotelsuites.com/,(021) 5268833,"Stylish rooms & suites in an upscale hotel with 2 restaurants, a champagne bar & a fitness center.","hotel,wedding_venue,event_venue,lodging,service,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
