venue_id,name,venue_category,latitude,longitude,address,checkin_count,last_checkin,osm_url,References,hours_source,Senin_buka,Selasa_buka,Rabu_buka,Kamis_buka,Jumat_buka,Sabtu_buka,Minggu_buka,Senin_tutup,Selasa_tutup,Rabu_tutup,Kamis_tutup,Jumat_tutup,Sabtu_tutup,Minggu_tutup,google_rating,google_rating_count,price_level,description,good_for_children,google_types,primary_type,business_status,wheelchair_accessible,has_parking,accepts_cashless,has_restroom,photo_ref,sublocality,locality,zone_id,time_spent_minutes,description_source
6034,Vihara Jakarta Dhammacakka Jaya,Temple,-6.143615248438245,106.86514143712,Jalan Agung Permai XV/12 Blok C-3,62.0,2013-08-03 00:38:00,,http://dhammacakka.org/,google_places,06:00,06:00,06:00,06:00,06:00,06:00,06:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,4.8,1193.0,,Vihara Jakarta Dhammacakka Jaya adalah vihara Buddha Theravada di Jakarta yang menjadi pusat ibadah dan kegiatan keagamaan umat Buddha. Vihara ini kerap ramai dikunjungi saat perayaan Waisak.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJCwbigoL1aS4RFwjliLmGl7Q/photos/AaVGc3kL0R_yxJGPMRgvfotzf4Do-PEptjrPGo7kaRnapiwh94fDhVDoCkVMhg0xiGr_LYBxlpVaSdZP_fUvxA_MUT4xRO2V4JPJr50WdXcqHLxQ0V7YbRiOxitP_uardoLTLqjWZO55xG4pr9TclnC_oyyBMPGu7wGiFc-cHlocO2NFJHXec2CLquO4okc7LZDCm2pG2tpU8BnIXroAjANPgaC5_Q2vLeoYNsGrLBXhjs2BhhXIK8uI8SY-f0hN2s0uilRlqSY53ZAXgFNDIbnD8UoCGLk4jnYOQu-qSNOAk3NVKAAmhA4kYk4VgI5raLzpIW-WVx8Nluc0pyfdHcr_8_mzXIf3sSGvutCY8l7Ln2WBR3NeXOtiGrnPIp4tmYbyMpswhfCSZNpeHnW8kP3Dv99QbOqwQRTzJHE9jLAdbB-4MYscmiDSUiBK01hn0Q,Sunter Agung,Jakarta Utara,4,42,web_manual
6627,Museum Satriamandala,History Museum,-6.230443395151725,106.81940767719075,Jalan Jenderal Gatot Subroto No. 14-16,54.0,2013-05-15 15:22:00,,,google_places,08:00,08:00,08:00,08:00,08:00,08:00,08:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,4.6,8692.0,,"Exhibits & displays devoted to Indonesian military history, including fighter planes & tanks.",True,"tourist_attraction,museum,point_of_interest,establishment",museum,OPERATIONAL,True,True,,True,places/ChIJn0sJbeLzaS4RchXzO2jvnHI/photos/AaVGc3k09wGTrhtTusrGEN8NqbqJI3u0Vepfj8noukUbQipgdn1VOG2w87Ln-LiDu9f9PHN5a6xsHmWyxKu2WPrw3tP4l2asumruwRmwzerHPFVLBC_61W6TKLyehpLToJZt0Eains199V6mCD8XLZeMJrP76DKSW9SJwK3HuEhjNOXAvxdHmUaSmnqZ_iytFSMTpcbSgQwbFp-yiDIU79ZSYs1doO2r3qzfGfMAjPYQ5rjDtE_Ot8VD7cWURLDQguMk9HBz170DKQW6i5lViRxQBd4kTOynMxESELZMxBrhDOlTBIfMHLvLWCO3tgTxORIiNIVnjDllkNXpI52JmAtyd50pxGDNUi8bOOCLUzh3RD6yrJP0evZl8-DOqV4k4LcBUIFq777SnyvdKMnyFB-zUIbG7hwr6jVI-enOJHSgXOQ,Kuningan Barat,Kota Jakarta Selatan,6,96,
2088,Patung Pemuda Membangun - Bundaran Senayan,Monument / Landmark,-6.229299114609273,106.79952263832092,Jalan Jenderal Sudirman,46.0,2018-09-12 00:42:00,,,google_places,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,4.7,444.0,,"Patung Pemuda Membangun di Bundaran Senayan menggambarkan sosok pemuda memegang piring api, melambangkan semangat generasi muda membangun bangsa. Patung ini menjadi penanda kawasan Senayan.",,"historical_landmark,historical_place,point_of_interest,establishment",historical_landmark,OPERATIONAL,,,,,places/ChIJUbhAhx3xaS4RScnlsgumBTQ/photos/AaVGc3m6TX5KTxXJw6elQ43Pih6d5SxIx-gVOzGjqAF5qYdPpjXHHqRnYYNmMU2C5wUzbesn4l0w7jgKOFbAQ3LOb8CHq24T3HDxHkQJuDC_CUfWe0rOPEkkUWVo9L8Yt2TGdguKETA5aeyPbLqMnGdZ1igATzZQEmJzAn4lpwIi_1IiJlLHYKKGOvT0uPya5Ke0yQTkbOKpsQytyRc_uiCr1VA55UL0-Eoah7ejSa_PNkIyHVPzx5UBL9O8gMiYajDz43-gJlY0Ttju3gQ9ZOUsA6cIRyCwib-r8ZzLCCgBGnfei2OUjFrbACs-32AfrpGFXTHStbJNqKop0soTxa6zsOIfwH_k7tlz4FxqBVTcO7kthzJjwh5ZUrAMQhHvwqo_y3iWki_XEzk410m50B88tyWVPQFnexD3kDLEnLq0b2BvUw,Senayan,South Jakarta City,6,21,web_manual
43780,Tepekong Jembatan Dua,Temple,-6.141955292002619,106.7957138315891,Komplek Jembatan 2,43.0,2013-02-17 22:44:00,,,google_places,07:00,07:00,07:00,07:00,07:00,07:00,07:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,5.0,7.0,,Tepekong Jembatan Dua adalah klenteng tempat ibadah Tridharma di kawasan Jakarta Utara. Klenteng ini melayani umat Tionghoa dengan arsitektur khas dan altar dewa-dewi.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,,True,,True,places/ChIJ8fB2rLX3aS4RTCCddCxWoTs/photos/AaVGc3kYo4yrfeIBjB9jB532knJlGZvizWl2ldQ_C9JQJQsObzeUrNkaC6LdyoLzcWbYclK_WImgHUwAse6eYPCJZpZofJykpWnkgMCneq094H5JGwMR0c81BfWUlMsZvcmZsTr-we3Pqwwj2RyQzZukipKLB6Hx6Qr_W9LSIWmt5ndrnzbVPp171Tf8tMSq-TG4Zuqg58PYbNeQAJtsTguyBwtDnh-B0h8e0IS5GqO_Fgc1R4oV6GUacZPooeaLW2rLyeP9nMHodb6cu3g4H8lpLjS6DS6j_-bH7_14b5xK5UClOSyFjdKdWEu641YwEcIeDRjMpGk0xPOIv1lRxt62WsBu0nN9GBnVDfSB0kNZGScE9jYpPbcyg1rNcr-wKnMxYM-YV571yGFSVfTu_tCncD1TArYBFyegqEsMD7gpKQYH0g,Pejagalan,North Jakarta City,3,31,web_manual
783,Pantai Carnaval,Beach,-6.122,106.836,Taman Impian Jaya Ancol,38.0,2013-08-18 07:03:00,,https://ancol.com/,default_category,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,4.5,3121.0,,"Djakarta Warehouse Project is a dance music festival held in Jakarta, Indonesia. It is currently the biggest electronic music festival in the country and also considered as one of the largest annual electronic dance music festivals in South East Asia, featuring dance music artists from around the world.",True,"tourist_attraction,point_of_interest,establishment",tourist_attraction,OPERATIONAL,True,,True,True,places/ChIJK70EMTQeai4RPl9P3K2kmJI/photos/AaVGc3kTIDcw7BdBFkwtOY-LFn8Uk9vE0Jhouj15QFo-2W5emZGu7KEQHf0cm4mX1eVEMZv1pve-RBiWLYLGy33cCPyRV8kFUA64SuVcmyyQMCRRikGhLWavlVek092CxIl7yN93lXuJ4f_uqGZZLW7r-L_IRhAEHHE0G-MXMWWk6n7xL1NFrtbpeehq55vuSQEtSdLZhMMiorBQ7VUhfzsKrOJBUh8izMiHMcYYfWdAPcmfxsokx9xnkuiPDkcW9NG-wUq-fNsMuG7AMtxJCfKiokxJpqNFcATpR-VTXBhRzJH7FyhJ_icGv3F6Y2qmG_f6KsNRGFufK5z_uycgRxro7CbYLU84gSkynRjil4Jm1SRuv6DBsnPek2PlYGwirlLa_gusd1A266jHiTud3mngaVF53_TsjYUFUdkCPfgHc0XTng,Ancol,Jakarta Utara,5,84,wikipedia_en_search
20637,Pantai Festival,Beach,-6.1210226365424445,106.83165550231934,Taman Impian Jaya Ancol,36.0,2017-12-16 07:49:00,,http://ancol.com/,google_places,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,4.5,1613.0,,"Pantai Gading, dengan nama resmi Republik Pantai Gading, adalah sebuah negara di Afrika Barat yang berbatasan dengan Liberia, Guinea, Mali, Burkina Faso, dan Ghana di sebelah barat, utara dan timur serta dengan Teluk Guinea di sebelah selatan. Bahasa resminya adalah Prancis, dan bahasa pribumi juga banyak digunakan, termasuk Bété, Baoulé, Dioula, Dan, Anyin, dan Cebaara Senufo. Secara total, ada sekitar 78 bahasa berbeda yang digunakan di Pantai Gading. Negara ini memiliki populasi yang beragam secara agama, termasuk banyak pemeluk Kristen, Islam, dan kepercayaan asli seperti Animisme.",,"event_venue,point_of_interest,establishment",event_venue,OPERATIONAL,True,,True,True,places/ChIJlbPSLzweai4RnJzpPilccgg/photos/AaVGc3m4IEP8LgYTUPxfDkD2PWVkjnuD8HI5VnbxcRUEhYlqquASaLw0fSfIbEQXu3hreGMOkEq_7V0s1tVB8wYYw04AY-hhnBu1UyXi-Bg2lxuQZzZ-o767P2CMQ7pfsrS5ugdHJzkiQzHl2okE9yjzLohy5QAYAb_DTcNqglLXHK61Z05hcGBF7Y_LXyBl5AdseUunQq_CNTFW0V_fs-L_uV1C4Tr13kdujC3XVs7YY7iq2ORT-ywN9eEs-MGEe8B9TzoRLfunqD1L9GP2bEZ5UERl9Wf55NTpsoU8tWp_Ak4HwNIRNokqukb00YdP93HR1l_nL80Erw_cygLnvt1Z9pQIh_AjJw363EKroFXhZAGkxlzXSlalxh7wNGZjBuPm0iTfsjuXdW__UPE_YpMJ-vgOnK79ygGC1KDfsG9u2m4Kqg,Ancol,Jakarta Utara,5,77,wikipedia_id_search
1017,Patung Jenderal Sudirman,Monument / Landmark,-6.203914638347593,106.82251453399658,Jalan Jenderal Sudirman,32.0,2013-06-24 11:07:00,,,google_places,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,4.8,993.0,,"Patung Jenderal Sudirman berdiri di Jalan Jenderal Sudirman, Jakarta Pusat, mengenang Panglima Besar TNI pertama Jenderal Soedirman. Patung perunggu ini menggambarkan sang jenderal dengan sikap hormat, menjadi landmark ikonik kawasan pusat kota.",,"sculpture,point_of_interest,establishment",sculpture,OPERATIONAL,False,,,,places/ChIJezHe9QL0aS4RzhuXiR0o2fo/photos/AaVGc3lkwCBqb_N_cJG67PyUauCoHO9srbQ8xq-fvfYlHzxgDwgQ2_V1xFk6fq57fOycc19I4nxadTPKsNJcL9AgC_5S-DspiNU1FvyCzgbtXEBJhWMWqwy82zNNAWkuldFdLIHiR_BH6ZejskM1RAZMcbeO3MKVGuq1lJ5BGDENke95PiHYjxc9I6isM5ot5MztjKbgDYS_10vk7IoFJhiKUQmv4HMgh7MDOdY8fvQqdL_4hw7bxj6hOcCinW4TzmK5AU1alk3WqCcG6GzMcEIk0lAnnlpxEs7N6hI4O5Za355csrO_A5vtngPEaDDiI2WkS8BE1XUNUuFGbUwjdd8zKT71cLrrUBkMI8l3vr6Lv3d1BPmFwoygruCfjm0CPJUO0gifakKNlTHfwz4DhOown1Gx5qA75WpTNb5mRnkjaTg,Setia Budi,Kota Jakarta Selatan,1,24,web_manual
26183,Ocean Dream Samudra (Gelanggang Samudera Ancol),Theme Park,-6.124776667486641,106.84288649569538,Taman Impian Jaya Ancol,31.0,2017-12-14 05:59:00,,,google_places,09:00,09:00,09:00,09:00,09:00,09:00,09:00,17:00,17:00,17:00,17:00,17:00,18:00,18:00,4.6,10650.0,,"Aquatic-themed park featuring an underwater theater, fish tanks & performing sea-animal shows.",True,"tourist_attraction,amusement_park,amusement_center,point_of_interest,establishment",amusement_center,OPERATIONAL,True,,True,True,places/ChIJF29IST0eai4RZvM5-mnWcJY/photos/AaVGc3nGbMCnHveohjuH-b_FVHCN7TmJKXif2Iqjz5iKq31K2xMI9NobU8WSc2dGg5oypyl4EFq-QVHEpaL8U6ip2vZt64yHWhfn4tC6T0izBxEwvho0FMvzd7x_hjdg-yUmrjTJ15sT-Czg6TR6UquvynlknHGDSFWj7h1Zv1pT6qm07C_I24hrwgX34I59cC5ixf-hrGNKSCzsuSdZd28u38Ihzrj2jShrKUuoGIXTDGIkouuhp8oms3OZmgYCrWvhEMLM6KUBiMZjhjf677pc8UKb8OIeFw35ilutR5lYZ5eXqXlpC-0tVwNVTaATt6RBq0COB7YVf3RLdMMEsT1GKUwyYxKXANhb0MYgAP4gG0YWXn6H55QNRF61KYIdhnnWW3prW6IjXt_3cT9aXD1506wklALaP4WKp_61y8LSazHetg,Ancol,Jakarta Utara,5,192,
833,Museum Wayang,Art Museum,-6.135007768415169,106.81247234344482,Jalan Pintu Besar Utara No. 27,30.0,2017-12-01 09:12:00,,,google_places,Tutup,09:00,09:00,09:00,09:00,09:00,09:00,Tutup,15:00,15:00,15:00,15:00,20:00,20:00,4.5,5149.0,,"Displays showcasing Javanese puppetry, including puppets, dolls, sculptures & paintings.",True,"art_museum,tourist_attraction,museum,point_of_interest,establishment",art_museum,OPERATIONAL,True,,,True,places/ChIJ_1nySP8dai4RU7hd4de_tv4/photos/AaVGc3lHw_mVCAMNyt8ZvVUmt18tKGiZeZccjRGANuIuqWl4F16-388iqt5AR7DBxMYCcFLUQQpWdKp_9SGhlGZw_I8NRT5P-G-4GC2AW2XxtTlZKGUvEv6g459fz4FTA6QF1V6yumt38_m2vIuWkCOKqwuC_2W9ZIoFaqBQHhwvVAYaECN6b0JuXFs_RvMSlxhz-yK_HrCxHbGaWArvLOaD5WYoq8KD4Enu0tpHdqCSzzLB1NoukguOKJCxY_5W_OGXg3xEZEfdUmrS3I3gNLGB1LaszllEM2EdrlFDfmS_il9FgJRnUY9XgaX97lld8pEXbKYKl349cr4z9MraPfoGHG1KkmP3rqe4QA1WFWnV00S1MioTpvka_aY-XgbKYtTvHzaan62rNhujJd1XfSYrWOiXDA6lIFFM34gg46r8sv_I4RE6,Pinangsia,Kota Jakarta Barat,5,80,
6140,Patung Panahan Senayan,Monument / Landmark,-6.218503778433801,106.79854835378978,Komplek Olahraga Gelora Bung Karno,27.0,2013-08-19 16:39:00,,,default_category,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,5.0,1.0,,Patung Panahan (Wisnu Kencana) di kawasan Senayan menggambarkan tokoh pemanah dari kisah Mahabharata. Monumen ini berdiri sebagai penanda area olahraga Gelora Bung Karno.,,"atm,finance,point_of_interest,establishment",atm,OPERATIONAL,,,,,places/ChIJEQjW9ZPxaS4RQR9RgLI41p8/photos/AaVGc3mnRRLnkMyj-2txxPKJ0eHOHESsNPi4K8H4TREgNfegU8TLZG7PvwcvFszLYj-7ZRU_JtxClwjUao2r_bZw0r5asA_uoxh89dbfSrs8Ay83--iUkEmBh51HNGFcNTRNfRC83G7F-QDtYMReA1ze6zo0AszPlSENFdYaN5h2l1ecMN1iFQkIURsQzlKXiTxyDyUrAyNvMmyGC5ZQJnApEB5eZ-vuU9ZKrnDDcPWexctMigR8ILyyrtfqw2Nlb4DEZMOdG3v2Tr7BQkIkApV--IkemGqbvqU5b4-lxIkz1XNpCvt0YJQiIlzRZafs0EJG3DtcdtQBii-7ISwBXoswQJnqxldK4UlwH0MjUNNgOXdPLcNSDmcJg4XzLwXV9LcUaGWU_s6-w5tVyTgHYdMfKLCuA3ggNeV2dWczJ3_SxalDZXMN,Gelora,Central Jakarta City,6,21,web_manual
829,Museum Seni Rupa dan Keramik,Art Museum,-6.134368029088013,106.81388834844218,Jalan Pos Kota No. 2,27.0,2017-11-18 09:59:00,,,google_places,Tutup,09:00,09:00,09:00,09:00,09:00,09:00,Tutup,16:00,16:00,16:00,16:00,16:00,16:00,4.5,3891.0,,Fine arts & ceramics museum displaying Indonesian handicrafts in a 19th-century court building.,True,"art_museum,tourist_attraction,museum,point_of_interest,establishment",art_museum,OPERATIONAL,True,,,True,places/ChIJLSSPQv8dai4Ra0pPbm8wvj4/photos/AaVGc3kJ4ucxLR6I__SAK0f1wzDQQ91QXDecJiNmNLL3bUZD9YoUgL9tQMcWT5mckrIt9sL4Utl_2bTmCQvjDE7TskTtbefc9T05rSl6b32QsSqrg3c6ZkH5TgFu4IDmQrFBWLXbLCMoIfuMdDKT_qA-lisaDiP0Yx0tQjHWMqAcZl0RfpemY8UhMMCit3U50KgXziWMdy4vkexGOoqTfDuqiW1Eg5L1shZ5tBNyVSz1ysD4rchRD6RXrph1EBZcMo4VkHde3ytghop6pVQ2Odgo7So8IfbWgDzvxspfLqy_GVv6jk_V-6KSuC8GNFEwlR-B3YvLCdrDI6tXVmDN9yO7txQN6BagPo7uKpehUpBhbq6H5ABA71vCtNdzYwH69qd7dXgBaUQdgMonOO2ByUYVC7GB6etcsTHQzHG8Bv-lFqZ8kA,Pinangsia,Kota Jakarta Barat,5,78,
832,Galeri Nasional Indonesia,Museum,-6.178430956427629,106.83230200027788,Jalan Medan Merdeka Timur No. 14,24.0,2018-01-17 09:29:00,,,google_places,Tutup,10:00,10:00,10:00,10:00,10:00,10:00,Tutup,18:00,18:00,18:00,20:00,20:00,20:00,4.7,10813.0,,Museum in an 1817 building featuring permanent & rotating exhibits by local & international artists.,True,"art_museum,museum,art_gallery,point_of_interest,establishment",art_museum,OPERATIONAL,True,True,,True,places/ChIJpZUM-zL0aS4RqDE5R5aunFo/photos/AaVGc3mi4LaUxnqtQKPbX7eG4DezuqDVlHVgBBz4FG3QZFYDp0oeKQL4hp43heb_T1afEJFxpK7rYRZuKpgbECK6dc6whMio8FCLp2qDAQli8CsVoeMbO52W-ROAFCNhrUvcL1_zh3PSGbubYsjKS3IxPvV0LUDW-vr-7lKIuVQL8uBmBPCWDR3o8EpgAptqO98U7MU4XFJ2EJRqQt7XM3kEnPXX7iWmNqh-4Ngh2sfDnIEMgHKD6Gk2aEje4GveGvFqoXcsy89EayFsP2wjM6j5PtCH4sKe-NkUsQ12SQr8DUTbs89OtPJyHnE3R9KfS0rXCMphLtz-XAznOUNqWD7v3KVtAi6BsXel304-Hb6QazDhv_bBR8LIWteyX3W7UadFurYEyKXf2hxPoyTUOfVQH8p_KSWGtbaGaM0rUUzVB-VrPlmwr4ioB7vCGMM8WQ,Gambir,Kota Jakarta Pusat,1,99,
21938,Vihara Avalokitesvara,Temple,-6.149183870299148,106.82318140870434,Jl. Mangga Besar Raya No. 58,23.0,2013-06-06 11:54:00,,,google_places,04:00,04:00,04:00,04:00,04:00,04:00,04:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,4.8,354.0,,"Vihara Avalokitesvara adalah vihara Buddha yang dipersembahkan bagi Dewi Kwan Im (Avalokitesvara), lambang welas asih. Vihara ini menjadi tempat ibadah dan ziarah umat Buddha di Jakarta.",,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJYyz5i-P1aS4RZj0_NZOil2s/photos/AaVGc3ngvy9PCpMwjDILwSIIm9Qwfxp61nuAzCa8eIm5-NaSxSLmY6lLycwzX75M-52P4-qyzfUJwwQ927d3u1b4PKa2mjENN1He18OADyTYAkFXuNZpjUVbYlnE-jSt_FOjRJFOkkAA9Jdqhlr5S9c4-r9DD2fPKFzj5LTI9SIdCIFi9ST8GOyCTDxkB_3mlKb5kiArjx44fWPgsTpZEyHnLOodeOEf5D8hEwD3ToArmm4DD2HnhVNfYqaANfe1QXnWzE3eusHHa4MGMWlJsjjudgYqMieBg_cb2fBS53dewL_1j6_9fpVBRuW8unfxxiQC7zB8nY-Ph0FE71OAdzSQIIMAIpE4F_dnEcv3AlgKbDtr5wk9CvrAS76abFQ4MaLpc5ErE-KqKyQUOY87mcbkvx2PUcWg32ywPNQIP6ng_iuY_ms,Taman Sari,Kota Jakarta Barat,5,35,web_manual
11945,Vihara Satya Dharma,Temple,-6.124986107555422,106.78445645530118,Jl. Pluit Barat Raya No. 3,22.0,2013-05-16 13:39:00,,,google_places,06:30,06:30,06:30,06:30,06:30,06:30,06:30,17:00,17:00,17:00,18:00,17:00,17:00,17:00,4.7,400.0,,"Vihara Satya Dharma adalah vihara Tridharma di kawasan pelabuhan Jakarta Utara yang dikenal sebagai klenteng pelaut. Vihara ini memuja Dewi Laut Ma Zu, pelindung para nelayan dan pelaut.",,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJr5zvvpEdai4ROroyZC2NCnc/photos/AaVGc3mXaBSKBRN_vBmO8PEfhHy_AfRqazu75YMRNT16KUZuauKeXsKSdDBXr3SpvgSX123FJxPuQTxFJBaAcuujqa_75EqJyNAdanog7PElWbUU7nvoIhCffaQUUwpWD-PT7NKTMllCIcI0sHoA_01tWNa7q5HQgJa_WP0j-eMUpJuxa84z1N6s4k-qyZu9G4offnNiMxOQeTqzpbJgVro4TieA013ywsQdrighZ0YEhQZcIveLJNpo8wkG8zSPc-1XmlhIhqfPt5xVjhvusOn8WH8x2KjzMR430sxwnNjuJiq-Fk35lnagqxBC1NADphX2kd5bHO_a-HJIY3bjZKSubh5X1cgsycLDlHLp_pXXbAL-wrKHDHrn4wPyA_Sws-M4SoiIhNhvBX3OfMyFdJyqZnlBgsWb2ujUCCHOR7vTd0Hkpw,Pluit,Jakarta Utara,3,36,web_manual
3415,Vihara Mahavira Graha Pusat VMGP,Temple,-6.130457644663995,106.8252021642564,Jalan Lodan Raya No 6B,20.0,2013-08-08 08:54:00,,http://mahavira.info/,default_category,06:00,06:00,06:00,06:00,06:00,06:00,06:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,4.7,218.0,,Vihara Mahavira Graha Pusat (VMGP) adalah kompleks vihara Buddha Mahayana besar di Jakarta dengan arsitektur megah. Vihara ini menjadi pusat kegiatan keagamaan dan sosial umat Buddha.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJQcu9cgQeai4RdO4Gns9kT2A/photos/AaVGc3kTKLJE6zd-DOH0rgUXbHhflsRu7ZTHn5y40W5geYSInZEOsfpV4RYVby05Qhrln7hPyAyoTAnwXQMtH_voaHpqPyhXt4XLO9LFI4MggRIR7EKrqjSdbJVuiP6jjN4DOFhTvtNyotMxjbBiytRxY3PFrCF5JtQcCwHvFlcNnU0zb-1ylAAZdcKNOan4tYlipyCicJCPCLWHEXo9DXMp6OC19uBCquvtjGvJ59Hr9camyBnAyx5ca42yuw0mwJiCNK5k-7kkjmVVk_ttZO4jZWLTp6mda4JbSdPhfFxBB_r14qwjyzlRsiqUNVeUMilw1xOi53lGQ9ZlOcSFq1wAZ2qLEXUTDjNLaqu0RHuf4Sw90pWgKNbvWUN7KPiRmM_JqEdIlqh9pCbZDL5VG1Y4E82Jir5N2ab1J3pgLuHbhNAXRGiK,Ancol,Jakarta Utara,5,32,web_manual
12867,Vihara Pitakananda,Temple,-6.14362311534685,106.79273810455152,Jl. Padamulya VI No. 176 B,19.0,2013-06-07 03:09:00,,,google_places,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,5.0,6.0,,Vihara Pitakananda adalah vihara Buddha di Jakarta yang menjadi tempat ibadah dan meditasi umat Buddha. Vihara ini menyelenggarakan berbagai kegiatan Dharma bagi umat.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,,,,True,places/ChIJ79_3IsP3aS4R1ODrUPE2OdI/photos/AaVGc3mak2U08kKtMWBgEibvMHL68-RQ4XeFF4QRFpdVk2UZS8KlNSrOis7ra11S86tCIIVv1wLuYOKlQTdd9Pf00D2ZgCRDoCNPvaM1WGvc67x6jLRtYVXHWkROGW568cBrdTXRXNGksB9WSBgW8qGR8lBQQt0j82MXR6pIxWNrvUEWc6CGlbjA-r2tTyxnx8vl_N3z5O1qM8SAAqt55f8VvGRnB8taDykZJdjm9sttkLP6totksit3c75eV519TeiNlJElTlbrHJRHpV_8abZRwv7nlcm8YAdu7XmNcx-ZC68LKmnAsmXDbY2kjebpktGi22s21ZY9axuBfjoBGmDCgV6P-ctV5SmyG_DH7WzxVsvJuud9giu1YTCzajGuKiMoUvWxGAzLeZNMINXhtXw6Eq8PfZl7RaTv6dk622-kNPeOWxp_,Angke,Kota Jakarta Barat,3,31,web_manual
7178,Pantai Marina Ancol,Beach,-6.12,106.845,Taman Impian Jaya Ancol,17.0,2017-12-16 08:05:00,,http://paradisotraveling.com/,google_places,00:00,00:00,00:00,00:00,00:00,00:00,00:00,23:59,23:59,23:59,23:59,23:59,23:59,23:59,4.4,601.0,,Pantai Marina Ancol adalah pantai di kompleks Taman Impian Jaya Ancol dengan dermaga dan pemandangan laut Jakarta. Pantai ini menjadi titik rekreasi tepi laut dan akses wisata bahari.,True,"point_of_interest,establishment",,OPERATIONAL,True,,,,places/ChIJiyxNiw0eai4RqFjvPYMvJm0/photos/AaVGc3l33IDlmHedojmprtIte7LGiJX0hfZ45bH0-q5p7wPqs2SmqR9iSR5JhqEJ0KyViIoSeypG67i9bdA7vsXmZxxEE53b7a-B9sQqYCWRUJowrQOuQP7VQgE_2xUABFCqJmlnh9Uar9gYEGgrF8YP3bAFlGjOG6DmlBX2EYeReqgyaSm6p6PWV0ZGQGUHJc8ru7Lx7XwE8jzzHvsCMDrg21Xrdmg9BRTvNmF0OSSHl9BLaaVD7-rxYgfkqT0uOM24_7nejfZ1OfztOY6iG4ETKvNOjvBzwLmv0OzPnzFhF26b7dgir14qafzq8iP72DfweWQWzLC7Y44qSWF-8saEwWABLpYIpNSmCHnl5qI71UzqzanUcVmL4pfHrsTPhNsrOHnoEN5VmEkFxM4KCQvUxirR7ezU4ucccTIJ5HN0rO5IGQ,Ancol,Jakarta Utara,5,65,web_manual
1005,Museum Bahari,Museum,-6.127414341512223,106.8088300426803,Jl. Pasar Ikan No. 1,16.0,2013-04-20 10:01:00,,,google_places,Tutup,08:00,08:00,08:00,08:00,08:00,08:00,Tutup,16:00,16:00,16:00,16:00,16:00,16:00,4.5,3480.0,,Maritime museum recalling Indonesia's seafaring heritage with small-scale boat models & anchors.,True,"museum,point_of_interest,establishment",museum,OPERATIONAL,True,True,,True,places/ChIJeZuEUeT1aS4RRu0tK0m-7J0/photos/AaVGc3lxhZimaLv3K4UGfSbdIJYxfb_ANjICAJmaD1RJ51hMlMemXcMBE-m3LEsLCPFoJP4ocfs-ar6rX8sSAOknIxRAlilfPYLlUwAHecZ1Q-mNmXbe-GCch0h7pGnrtzVPe38bOpQ-8Hs8Metq-d02mxuH2XPV76eHPsG38a90R4EtRMgVygIcSRG1vHwGHC8sOI0fHgoxbWVHMjjOt7E87dNVhbFOHBzipykkpcHXAxEfFZS93q6LfYE39VLJjTm4IpZ4cenuW1in6nQQ7JP4mON29Uu3ecOs_2NEgzh9fExloHNVgdJlM05I24xbklAmnHh2fW60d6oO1bKLI267cDYsmSur3rwa1MzjbA7_yGSZSzLMcTmQdw_DdWKudGZ5usNGa4rpkAgR3-RgQ4hEp8HR-1hOKwak7GVUojr2jXyYUJqJj9FEyZf-6YowG97Y,Penjaringan,Jakarta Utara,5,86,
