venue_id_a,venue_id_b,distance_km,duration_minutes,time_source
6,google_00039,6.8,13.6,osrm_bike
6,google_00040,6.34,12.7,osrm_bike
6,google_00041,11.63,23.3,osrm_bike
6,google_00042,14.9,29.8,osrm_bike
6,google_00044,16.69,33.4,osrm_bike
6,google_00045,8.6,17.2,osrm_bike
6,google_00046,4.96,9.9,osrm_bike
6,google_00048,4.03,8.1,osrm_bike
6,google_00050,12.61,25.2,osrm_bike
6,google_00051,12.06,24.1,osrm_bike
6,google_00052,22.46,44.9,osrm_bike
6,google_00057,20.18,40.4,osrm_bike
6,google_00062,2.57,5.1,osrm_bike
6,google_00065,2.92,5.8,osrm_bike
6,google_00066,4.46,8.9,osrm_bike
6,google_00068,9.44,18.9,osrm_bike
6,google_00070,13.83,27.7,osrm_bike
6,google_00071,2.54,5.1,osrm_bike
6,google_00074,14.65,29.3,osrm_bike
6,google_00075,6.18,12.4,osrm_bike
6,google_00077,1.97,3.9,osrm_bike
6,google_00078,2.9,5.8,osrm_bike
6,google_00143,12.32,24.6,osrm_bike
6,google_00080,7.25,14.5,osrm_bike
6,google_00081,7.41,14.8,osrm_bike
6,google_00082,20.43,40.9,osrm_bike
6,google_00083,11.09,22.2,osrm_bike
6,google_00085,3.78,7.6,osrm_bike
6,google_00086,4.44,8.9,osrm_bike
6,google_00087,8.7,17.4,osrm_bike
6,google_00089,7.5,15.0,osrm_bike
6,google_00091,3.06,6.1,osrm_bike
6,google_00092,4.98,10.0,osrm_bike
6,google_00094,2.15,4.3,osrm_bike
6,google_00095,7.76,15.5,osrm_bike
6,google_00096,10.28,20.6,osrm_bike
6,google_00097,7.5,15.0,osrm_bike
6,google_00098,7.32,14.6,osrm_bike
6,google_00099,8.59,17.2,osrm_bike
6,google_00100,5.45,10.9,osrm_bike
6,google_00101,9.72,19.4,osrm_bike
6,google_00102,9.14,18.3,osrm_bike
6,google_00103,9.77,19.5,osrm_bike
6,google_00104,2.71,5.4,osrm_bike
6,google_00105,11.72,23.4,osrm_bike
6,google_00106,3.74,7.5,osrm_bike
6,google_00107,14.06,28.1,osrm_bike
6,google_00109,2.45,4.9,osrm_bike
6,google_00110,18.94,37.9,osrm_bike
6,google_00111,10.08,20.2,osrm_bike
6,google_00112,12.54,25.1,osrm_bike
6,google_00113,0.92,1.8,osrm_bike
6,google_00115,8.33,16.7,osrm_bike
6,google_00116,9.94,19.9,osrm_bike
6,google_00117,1.26,2.5,osrm_bike
6,google_00118,4.58,9.2,osrm_bike
6,google_00119,3.11,6.2,osrm_bike
6,google_00120,4.5,9.0,osrm_bike
6,google_00121,7.87,15.7,osrm_bike
6,google_00122,14.22,28.4,osrm_bike
6,google_00123,1.19,2.4,osrm_bike
6,google_00124,5.58,11.2,osrm_bike
6,google_00125,3.3,6.6,osrm_bike
6,google_00126,7.33,14.7,osrm_bike
6,google_00127,6.15,12.3,osrm_bike
6,google_00128,3.45,6.9,osrm_bike
6,google_00129,3.78,7.6,osrm_bike
6,google_00130,10.55,21.1,osrm_bike
6,google_00131,10.61,21.2,osrm_bike
6,google_00132,9.79,19.6,osrm_bike
6,google_00133,6.82,13.6,osrm_bike
6,google_00134,16.76,33.5,osrm_bike
6,google_00135,5.2,10.4,osrm_bike
6,google_00136,13.99,28.0,osrm_bike
6,google_00137,14.41,28.8,osrm_bike
6,google_00138,5.69,11.4,osrm_bike
6,google_00139,1.72,3.4,osrm_bike
6,google_00141,1.42,2.8,osrm_bike
6,manual_trick_art_001,4.24,8.5,osrm_bike
6,google_00147,6.33,12.7,osrm_bike
6,google_00167,2.98,6.0,osrm_bike
27507,458,3.38,6.8,osrm_bike
27507,13521,14.49,29.0,osrm_bike
27507,457,4.82,9.6,osrm_bike
27507,8318,9.83,19.7,osrm_bike
27507,328,5.12,10.2,osrm_bike
27507,1629,7.16,14.3,osrm_bike
27507,708,0.01,0.0,osrm_bike
27507,337,7.33,14.7,osrm_bike
27507,6034,7.48,15.0,osrm_bike
27507,6627,12.49,25.0,osrm_bike
27507,2088,12.19,24.4,osrm_bike
27507,43780,2.75,5.5,osrm_bike
27507,783,4.52,9.0,osrm_bike
27507,20637,3.89,7.8,osrm_bike
27507,1017,8.2,16.4,osrm_bike
27507,26183,4.87,9.7,osrm_bike
27507,833,0.08,0.2,osrm_bike
27507,6140,12.66,25.3,osrm_bike
27507,829,0.42,0.8,osrm_bike
27507,832,6.73,13.5,osrm_bike
27507,21938,2.72,5.4,osrm_bike
27507,11945,4.95,9.9,osrm_bike
27507,3415,2.61,5.2,osrm_bike
27507,12867,2.97,5.9,osrm_bike
27507,7178,5.65,11.3,osrm_bike
27507,1005,1.19,2.4,osrm_bike
27507,12802,2.6,5.2,osrm_bike
27507,576,7.55,15.1,osrm_bike
27507,17394,4.63,9.3,osrm_bike
27507,17196,4.85,9.7,osrm_bike
27507,12260,4.06,8.1,osrm_bike
27507,13655,13.9,27.8,osrm_bike
27507,26083,5.11,10.2,osrm_bike
27507,24977,7.76,15.5,osrm_bike
27507,5757,8.43,16.9,osrm_bike
27507,18109,8.11,16.2,osrm_bike
27507,26748,6.33,12.7,osrm_bike
27507,67516,4.58,9.2,osrm_bike
27507,48485,4.65,9.3,osrm_bike
27507,15684,8.92,17.8,osrm_bike
27507,8937,10.94,21.9,osrm_bike
27507,30750,5.06,10.1,osrm_bike
27507,15178,14.64,29.3,osrm_bike
27507,7222,13.31,26.6,osrm_bike
27507,6970,24.91,49.8,osrm_bike
27507,16110,8.15,16.3,osrm_bike
27507,5354,6.58,13.2,osrm_bike
27507,8564,1.13,2.3,osrm_bike
27507,8381,10.33,20.7,osrm_bike
27507,28270,3.99,8.0,osrm_bike
27507,75864,11.32,22.6,osrm_bike
27507,31626,1.7,3.4,osrm_bike
27507,21620,4.93,9.9,osrm_bike
27507,62694,1.56,3.1,osrm_bike
27507,13788,10.01,20.0,osrm_bike
27507,16974,9.08,18.2,osrm_bike
27507,44851,4.96,9.9,osrm_bike
27507,14389,17.93,35.9,osrm_bike
27507,13290,3.8,7.6,osrm_bike
27507,46880,1.75,3.5,osrm_bike
27507,46454,8.88,17.8,osrm_bike
27507,54348,7.89,15.8,osrm_bike
27507,61170,4.05,8.1,osrm_bike
27507,55752,12.38,24.8,osrm_bike
27507,72954,1.92,3.8,osrm_bike
27507,73162,7.8,15.6,osrm_bike
27507,google_00000,4.42,8.8,osrm_bike
27507,google_00001,20.75,41.5,osrm_bike
27507,google_00007,8.21,16.4,osrm_bike
27507,google_00020,24.15,48.3,osrm_bike
27507,google_00025,26.35,52.7,osrm_bike
27507,google_00030,0.2,0.4,osrm_bike
27507,google_00031,3.95,7.9,osrm_bike
27507,google_00032,9.34,18.7,osrm_bike
27507,google_00034,10.8,21.6,osrm_bike
27507,google_00036,12.22,24.4,osrm_bike
27507,google_00037,10.33,20.7,osrm_bike
27507,google_00038,6.04,12.1,osrm_bike
27507,google_00039,11.46,22.9,osrm_bike
27507,google_00040,9.98,20.0,osrm_bike
27507,google_00041,16.29,32.6,osrm_bike
27507,google_00042,19.56,39.1,osrm_bike
27507,google_00044,21.35,42.7,osrm_bike
27507,google_00045,12.59,25.2,osrm_bike
27507,google_00046,8.95,17.9,osrm_bike
27507,google_00048,9.49,19.0,osrm_bike
27507,google_00050,13.18,26.4,osrm_bike
27507,google_00051,12.63,25.3,osrm_bike
27507,google_00052,20.88,41.8,osrm_bike
27507,google_00057,24.17,48.3,osrm_bike
27507,google_00062,7.63,15.3,osrm_bike
27507,google_00065,7.57,15.1,osrm_bike
27507,google_00066,9.12,18.2,osrm_bike
27507,google_00068,14.1,28.2,osrm_bike
27507,google_00070,18.49,37.0,osrm_bike
27507,google_00071,7.2,14.4,osrm_bike
27507,google_00074,9.57,19.1,osrm_bike
27507,google_00075,9.52,19.0,osrm_bike
27507,google_00077,5.75,11.5,osrm_bike
27507,google_00078,7.55,15.1,osrm_bike
27507,google_00143,16.98,34.0,osrm_bike
27507,google_00080,4.29,8.6,osrm_bike
27507,google_00081,11.1,22.2,osrm_bike
27507,google_00082,24.42,48.8,osrm_bike
27507,google_00083,11.66,23.3,osrm_bike
27507,google_00085,8.44,16.9,osrm_bike
27507,google_00086,2.59,5.2,osrm_bike
27507,google_00087,6.91,13.8,osrm_bike
27507,google_00089,4.54,9.1,osrm_bike
27507,google_00091,4.65,9.3,osrm_bike
27507,google_00092,2.0,4.0,osrm_bike
27507,google_00094,6.81,13.6,osrm_bike
27507,google_00095,6.1,12.2,osrm_bike
27507,google_00096,4.87,9.7,osrm_bike
27507,google_00097,4.54,9.1,osrm_bike
27507,google_00098,8.43,16.9,osrm_bike
27507,google_00099,13.25,26.5,osrm_bike
27507,google_00100,4.3,8.6,osrm_bike
27507,google_00101,14.37,28.7,osrm_bike
27507,google_00102,9.71,19.4,osrm_bike
27507,google_00103,14.43,28.9,osrm_bike
27507,google_00104,5.17,10.3,osrm_bike
27507,google_00105,12.29,24.6,osrm_bike
27507,google_00106,8.4,16.8,osrm_bike
27507,google_00107,14.63,29.3,osrm_bike
27507,google_00109,7.5,15.0,osrm_bike
27507,google_00110,22.93,45.9,osrm_bike
27507,google_00111,14.74,29.5,osrm_bike
27507,google_00112,13.11,26.2,osrm_bike
27507,google_00113,5.57,11.1,osrm_bike
27507,google_00115,12.98,26.0,osrm_bike
27507,google_00116,14.6,29.2,osrm_bike
27507,google_00117,6.19,12.4,osrm_bike
27507,google_00118,8.28,16.6,osrm_bike
27507,google_00119,8.45,16.9,osrm_bike
27507,google_00120,8.91,17.8,osrm_bike
27507,google_00121,12.53,25.1,osrm_bike
27507,google_00122,18.21,36.4,osrm_bike
27507,google_00123,5.84,11.7,osrm_bike
27507,google_00124,0.02,0.0,osrm_bike
27507,google_00125,8.64,17.3,osrm_bike
27507,google_00126,11.99,24.0,osrm_bike
27507,google_00127,10.81,21.6,osrm_bike
27507,google_00128,8.11,16.2,osrm_bike
27507,google_00129,8.44,16.9,osrm_bike
27507,google_00130,14.54,29.1,osrm_bike
27507,google_00131,13.94,27.9,osrm_bike
27507,google_00132,14.45,28.9,osrm_bike
27507,google_00133,10.81,21.6,osrm_bike
27507,google_00134,15.78,31.6,osrm_bike
27507,google_00135,9.19,18.4,osrm_bike
27507,google_00136,18.65,37.3,osrm_bike
27507,google_00137,19.07,38.1,osrm_bike
27507,google_00138,10.34,20.7,osrm_bike
27507,google_00139,6.38,12.8,osrm_bike
27507,google_00141,6.35,12.7,osrm_bike
27507,manual_trick_art_001,8.89,17.8,osrm_bike
27507,google_00147,7.73,15.5,osrm_bike
27507,google_00167,7.64,15.3,osrm_bike
458,13521,14.66,29.3,osrm_bike
458,457,1.73,3.5,osrm_bike
458,8318,12.99,26.0,osrm_bike
458,328,7.5,15.0,osrm_bike
458,1629,7.61,15.2,osrm_bike
458,708,3.36,6.7,osrm_bike
458,337,9.94,19.9,osrm_bike
458,6034,6.19,12.4,osrm_bike
458,6627,14.86,29.7,osrm_bike
458,2088,14.56,29.1,osrm_bike
458,43780,5.69,11.4,osrm_bike
458,783,1.61,3.2,osrm_bike
458,20637,0.98,2.0,osrm_bike
458,1017,10.57,21.1,osrm_bike
458,26183,1.78,3.6,osrm_bike
458,833,3.29,6.6,osrm_bike
458,6140,15.04,30.1,osrm_bike
458,829,3.39,6.8,osrm_bike
458,832,7.06,14.1,osrm_bike
458,21938,4.41,8.8,osrm_bike
458,11945,7.89,15.8,osrm_bike
458,3415,1.33,2.7,osrm_bike
458,12867,6.12,12.2,osrm_bike
458,7178,2.42,4.8,osrm_bike
458,1005,4.37,8.7,osrm_bike
458,12802,5.21,10.4,osrm_bike
458,576,6.86,13.7,osrm_bike
458,17394,7.79,15.6,osrm_bike
458,17196,7.58,15.2,osrm_bike
458,12260,1.15,2.3,osrm_bike
458,13655,13.28,26.6,osrm_bike
458,26083,8.05,16.1,osrm_bike
458,24977,8.22,16.4,osrm_bike
458,5757,9.96,19.9,osrm_bike
458,18109,7.65,15.3,osrm_bike
458,26748,9.26,18.5,osrm_bike
458,67516,7.52,15.0,osrm_bike
458,48485,1.7,3.4,osrm_bike
458,15684,12.07,24.1,osrm_bike
458,8937,11.15,22.3,osrm_bike
458,30750,2.14,4.3,osrm_bike
458,15178,14.18,28.4,osrm_bike
458,7222,15.68,31.4,osrm_bike
458,6970,24.45,48.9,osrm_bike
458,16110,8.93,17.9,osrm_bike
458,5354,9.19,18.4,osrm_bike
458,8564,4.31,8.6,osrm_bike
458,8381,10.16,20.3,osrm_bike
458,28270,7.27,14.5,osrm_bike
458,75864,14.48,29.0,osrm_bike
458,31626,4.31,8.6,osrm_bike
458,21620,2.02,4.0,osrm_bike
458,62694,4.16,8.3,osrm_bike
458,13788,12.62,25.2,osrm_bike
458,16974,10.31,20.6,osrm_bike
458,44851,5.75,11.5,osrm_bike
458,14389,20.3,40.6,osrm_bike
458,13290,0.89,1.8,osrm_bike
458,46880,4.4,8.8,osrm_bike
458,46454,8.42,16.8,osrm_bike
458,54348,9.47,18.9,osrm_bike
458,61170,1.14,2.3,osrm_bike
458,55752,11.92,23.8,osrm_bike
458,72954,4.52,9.0,osrm_bike
458,73162,10.74,21.5,osrm_bike
458,google_00000,1.34,2.7,osrm_bike
458,google_00001,23.13,46.3,osrm_bike
458,google_00007,11.15,22.3,osrm_bike
458,google_00020,25.04,50.1,osrm_bike
458,google_00025,26.49,53.0,osrm_bike
458,google_00030,3.46,6.9,osrm_bike
458,google_00031,3.5,7.0,osrm_bike
458,google_00032,8.88,17.8,osrm_bike
458,google_00034,13.17,26.3,osrm_bike
458,google_00036,14.59,29.2,osrm_bike
458,google_00037,12.94,25.9,osrm_bike
458,google_00038,6.37,12.7,osrm_bike
458,google_00039,13.83,27.7,osrm_bike
458,google_00040,13.01,26.0,osrm_bike
458,google_00041,18.66,37.3,osrm_bike
458,google_00042,21.94,43.9,osrm_bike
458,google_00044,23.73,47.5,osrm_bike
458,google_00045,12.13,24.3,osrm_bike
458,google_00046,8.49,17.0,osrm_bike
458,google_00048,9.48,19.0,osrm_bike
458,google_00050,12.56,25.1,osrm_bike
458,google_00051,12.01,24.0,osrm_bike
458,google_00052,20.43,40.9,osrm_bike
458,google_00057,23.71,47.4,osrm_bike
458,google_00062,8.41,16.8,osrm_bike
458,google_00065,8.65,17.3,osrm_bike
458,google_00066,11.49,23.0,osrm_bike
458,google_00068,16.48,33.0,osrm_bike
458,google_00070,20.87,41.7,osrm_bike
458,google_00071,9.58,19.2,osrm_bike
458,google_00074,12.51,25.0,osrm_bike
458,google_00075,12.68,25.4,osrm_bike
458,google_00077,5.53,11.1,osrm_bike
458,google_00078,9.93,19.9,osrm_bike
458,google_00143,19.35,38.7,osrm_bike
458,google_00080,1.22,2.4,osrm_bike
458,google_00081,13.7,27.4,osrm_bike
458,google_00082,23.97,47.9,osrm_bike
458,google_00083,11.04,22.1,osrm_bike
458,google_00085,9.79,19.6,osrm_bike
458,google_00086,4.71,9.4,osrm_bike
458,google_00087,10.06,20.1,osrm_bike
458,google_00089,1.25,2.5,osrm_bike
458,google_00091,7.26,14.5,osrm_bike
458,google_00092,4.61,9.2,osrm_bike
458,google_00094,9.18,18.4,osrm_bike
458,google_00095,4.67,9.3,osrm_bike
458,google_00096,7.81,15.6,osrm_bike
458,google_00097,1.47,2.9,osrm_bike
458,google_00098,8.2,16.4,osrm_bike
458,google_00099,15.62,31.2,osrm_bike
458,google_00100,3.27,6.5,osrm_bike
458,google_00101,16.75,33.5,osrm_bike
458,google_00102,9.06,18.1,osrm_bike
458,google_00103,16.8,33.6,osrm_bike
458,google_00104,4.71,9.4,osrm_bike
458,google_00105,11.67,23.3,osrm_bike
458,google_00106,9.91,19.8,osrm_bike
458,google_00107,14.01,28.0,osrm_bike
458,google_00109,8.29,16.6,osrm_bike
458,google_00110,22.47,44.9,osrm_bike
458,google_00111,14.92,29.8,osrm_bike
458,google_00112,12.49,25.0,osrm_bike
458,google_00113,7.94,15.9,osrm_bike
458,google_00115,15.36,30.7,osrm_bike
458,google_00116,14.77,29.5,osrm_bike
458,google_00117,6.21,12.4,osrm_bike
458,google_00118,10.88,21.8,osrm_bike
458,google_00119,8.21,16.4,osrm_bike
458,google_00120,11.41,22.8,osrm_bike
458,google_00121,13.86,27.7,osrm_bike
458,google_00122,17.75,35.5,osrm_bike
458,google_00123,8.21,16.4,osrm_bike
458,google_00124,3.39,6.8,osrm_bike
458,google_00125,8.27,16.5,osrm_bike
458,google_00126,14.36,28.7,osrm_bike
458,google_00127,12.71,25.4,osrm_bike
458,google_00128,10.48,21.0,osrm_bike
458,google_00129,9.64,19.3,osrm_bike
458,google_00130,14.08,28.2,osrm_bike
458,google_00131,13.76,27.5,osrm_bike
458,google_00132,16.82,33.6,osrm_bike
458,google_00133,10.36,20.7,osrm_bike
458,google_00134,15.34,30.7,osrm_bike
458,google_00135,8.73,17.5,osrm_bike
458,google_00136,19.82,39.6,osrm_bike
458,google_00137,21.44,42.9,osrm_bike
458,google_00138,12.72,25.4,osrm_bike
458,google_00139,8.75,17.5,osrm_bike
458,google_00141,6.67,13.3,osrm_bike
458,manual_trick_art_001,11.27,22.5,osrm_bike
458,google_00147,11.01,22.0,osrm_bike
458,google_00167,10.01,20.0,osrm_bike
13521,457,15.6,31.2,osrm_bike
13521,8318,14.23,28.5,osrm_bike
13521,328,9.36,18.7,osrm_bike
13521,1629,7.56,15.1,osrm_bike
13521,708,13.84,27.7,osrm_bike
13521,337,8.77,17.5,osrm_bike
13521,6034,13.69,27.4,osrm_bike
13521,6627,6.45,12.9,osrm_bike
13521,2088,7.46,14.9,osrm_bike
13521,43780,15.11,30.2,osrm_bike
13521,783,15.97,31.9,osrm_bike
13521,20637,15.35,30.7,osrm_bike
13521,1017,6.78,13.6,osrm_bike
13521,26183,15.66,31.3,osrm_bike
13521,833,13.84,27.7,osrm_bike
13521,6140,8.26,16.5,osrm_bike
13521,829,14.37,28.7,osrm_bike
13521,832,8.18,16.4,osrm_bike
13521,21938,12.48,25.0,osrm_bike
13521,11945,18.65,37.3,osrm_bike
13521,3415,15.03,30.1,osrm_bike
13521,12867,15.39,30.8,osrm_bike
13521,7178,16.44,32.9,osrm_bike
13521,1005,15.14,30.3,osrm_bike
13521,12802,11.8,23.6,osrm_bike
13521,576,8.65,17.3,osrm_bike
13521,17394,17.05,34.1,osrm_bike
13521,17196,10.24,20.5,osrm_bike
13521,12260,15.51,31.0,osrm_bike
13521,13655,15.76,31.5,osrm_bike
13521,26083,18.81,37.6,osrm_bike
13521,24977,7.02,14.0,osrm_bike
13521,5757,6.07,12.1,osrm_bike
13521,18109,7.85,15.7,osrm_bike
13521,26748,19.52,39.0,osrm_bike
13521,67516,17.77,35.5,osrm_bike
13521,48485,15.43,30.9,osrm_bike
13521,15684,15.45,30.9,osrm_bike
13521,8937,3.88,7.8,osrm_bike
13521,30750,16.05,32.1,osrm_bike
13521,15178,7.46,14.9,osrm_bike
13521,7222,6.17,12.3,osrm_bike
13521,6970,11.8,23.6,osrm_bike
13521,16110,6.6,13.2,osrm_bike
13521,5354,12.78,25.6,osrm_bike
13521,8564,15.08,30.2,osrm_bike
13521,8381,5.58,11.2,osrm_bike
13521,28270,12.26,24.5,osrm_bike
13521,75864,14.21,28.4,osrm_bike
13521,31626,13.09,26.2,osrm_bike
13521,21620,15.93,31.9,osrm_bike
13521,62694,12.63,25.3,osrm_bike
13521,13788,10.0,20.0,osrm_bike
13521,16974,5.47,10.9,osrm_bike
13521,44851,9.68,19.4,osrm_bike
13521,14389,6.41,12.8,osrm_bike
13521,13290,15.25,30.5,osrm_bike
13521,46880,12.55,25.1,osrm_bike
13521,46454,7.18,14.4,osrm_bike
13521,54348,6.82,13.6,osrm_bike
13521,61170,15.5,31.0,osrm_bike
13521,55752,8.32,16.6,osrm_bike
13521,72954,12.46,24.9,osrm_bike
13521,73162,21.5,43.0,osrm_bike
13521,google_00000,15.2,30.4,osrm_bike
13521,google_00001,8.92,17.8,osrm_bike
13521,google_00007,21.91,43.8,osrm_bike
13521,google_00020,10.37,20.7,osrm_bike
13521,google_00025,12.28,24.6,osrm_bike
13521,google_00030,13.85,27.7,osrm_bike
13521,google_00031,12.52,25.0,osrm_bike
13521,google_00032,6.72,13.4,osrm_bike
13521,google_00034,4.23,8.5,osrm_bike
13521,google_00036,7.82,15.6,osrm_bike
13521,google_00037,10.32,20.6,osrm_bike
13521,google_00038,8.92,17.8,osrm_bike
13521,google_00039,4.34,8.7,osrm_bike
13521,google_00040,8.89,17.8,osrm_bike
13521,google_00041,4.77,9.5,osrm_bike
13521,google_00042,10.54,21.1,osrm_bike
13521,google_00044,12.33,24.7,osrm_bike
13521,google_00045,6.69,13.4,osrm_bike
13521,google_00046,6.42,12.8,osrm_bike
13521,google_00048,5.86,11.7,osrm_bike
13521,google_00050,15.04,30.1,osrm_bike
13521,google_00051,16.91,33.8,osrm_bike
13521,google_00052,26.31,52.6,osrm_bike
13521,google_00057,12.82,25.6,osrm_bike
13521,google_00062,6.85,13.7,osrm_bike
13521,google_00065,7.52,15.0,osrm_bike
13521,google_00066,6.04,12.1,osrm_bike
13521,google_00068,7.34,14.7,osrm_bike
13521,google_00070,9.47,18.9,osrm_bike
13521,google_00071,7.15,14.3,osrm_bike
13521,google_00074,22.76,45.5,osrm_bike
13521,google_00075,11.71,23.4,osrm_bike
13521,google_00077,10.01,20.0,osrm_bike
13521,google_00078,7.44,14.9,osrm_bike
13521,google_00143,8.66,17.3,osrm_bike
13521,google_00080,15.08,30.2,osrm_bike
13521,google_00081,12.93,25.9,osrm_bike
13521,google_00082,11.31,22.6,osrm_bike
13521,google_00083,15.21,30.4,osrm_bike
13521,google_00085,6.1,12.2,osrm_bike
13521,google_00086,12.74,25.5,osrm_bike
13521,google_00087,16.56,33.1,osrm_bike
13521,google_00089,15.32,30.6,osrm_bike
13521,google_00091,11.36,22.7,osrm_bike
13521,google_00092,13.27,26.5,osrm_bike
13521,google_00094,7.98,16.0,osrm_bike
13521,google_00095,14.54,29.1,osrm_bike
13521,google_00096,18.58,37.2,osrm_bike
13521,google_00097,15.33,30.7,osrm_bike
13521,google_00098,13.18,26.4,osrm_bike
13521,google_00099,6.9,13.8,osrm_bike
13521,google_00100,13.28,26.6,osrm_bike
13521,google_00101,7.61,15.2,osrm_bike
13521,google_00102,14.41,28.8,osrm_bike
13521,google_00103,7.67,15.3,osrm_bike
13521,google_00104,10.59,21.2,osrm_bike
13521,google_00105,14.12,28.2,osrm_bike
13521,google_00106,6.02,12.0,osrm_bike
13521,google_00107,14.86,29.7,osrm_bike
13521,google_00109,6.97,13.9,osrm_bike
13521,google_00110,9.81,19.6,osrm_bike
13521,google_00111,1.9,3.8,osrm_bike
13521,google_00112,14.98,30.0,osrm_bike
13521,google_00113,8.94,17.9,osrm_bike
13521,google_00115,4.82,9.6,osrm_bike
13521,google_00116,1.76,3.5,osrm_bike
13521,google_00117,9.29,18.6,osrm_bike
13521,google_00118,8.93,17.9,osrm_bike
13521,google_00119,7.1,14.2,osrm_bike
13521,google_00120,7.23,14.5,osrm_bike
13521,google_00121,1.6,3.2,osrm_bike
13521,google_00122,9.94,19.9,osrm_bike
13521,google_00123,9.15,18.3,osrm_bike
13521,google_00124,13.87,27.7,osrm_bike
13521,google_00125,7.35,14.7,osrm_bike
13521,google_00126,7.59,15.2,osrm_bike
13521,google_00127,4.85,9.7,osrm_bike
13521,google_00128,6.48,13.0,osrm_bike
13521,google_00129,6.03,12.1,osrm_bike
13521,google_00130,6.29,12.6,osrm_bike
13521,google_00131,11.86,23.7,osrm_bike
13521,google_00132,7.68,15.4,osrm_bike
13521,google_00133,5.75,11.5,osrm_bike
13521,google_00134,19.19,38.4,osrm_bike
13521,google_00135,6.66,13.3,osrm_bike
13521,google_00136,5.16,10.3,osrm_bike
13521,google_00137,8.59,17.2,osrm_bike
13521,google_00138,5.94,11.9,osrm_bike
13521,google_00139,8.2,16.4,osrm_bike
13521,google_00141,8.45,16.9,osrm_bike
13521,manual_trick_art_001,6.34,12.7,osrm_bike
13521,google_00147,13.18,26.4,osrm_bike
13521,google_00167,7.71,15.4,osrm_bike
457,8318,13.79,27.6,osrm_bike
457,328,8.31,16.6,osrm_bike
457,1629,8.42,16.8,osrm_bike
457,708,4.81,9.6,osrm_bike
457,337,11.1,22.2,osrm_bike
457,6034,6.53,13.1,osrm_bike
457,6627,15.67,31.3,osrm_bike
457,2088,15.37,30.7,osrm_bike
457,43780,7.14,14.3,osrm_bike
457,783,1.31,2.6,osrm_bike
457,20637,1.8,3.6,osrm_bike
